pmid,title,abstract,group,endpoint,timepoint,value,treatment,group_raw
31281431,"Subtypes of minimal residual disease, association with Gleason score, risk and time to biochemical failure in pT2 prostate cancer treated with radical prostatectomy.","INTRODUCTION: The Gleason score is a strong prognostic factor for treatment failure in pathologically organ-confined prostate cancer (pT2) treated by radical prostatectomy (RP). However, within each Gleason score, there is clinical heterogeneity with respect to treatment outcome, even in patients with the same pathological stage and prostate-specific antigen (PSA) at diagnosis. This may be due to minimal residual disease (MRD) remaining after surgery. We hypothesise that the sub-type of MRD determines the risk of and timing of treatment failure, is a biological classification, and may explain in part clinical heterogeneity. We present a study of pT2 patients treated with RP, the subtypes of MRD for each Gleason score and clinical outcomes. PATIENTS AND METHODS: Patients with Gleason ≤6 (G6) or Gleason 7 (G7) pT2 cancer participated in the study. One month after surgery, blood was taken for circulating prostate cell (CPCs); mononuclear cells were obtained by differential gel centrifugation and identified using immunocytochemistry with anti-PSA. The detection of one CPC/sample was defined as a positive test. Touch-preparations from bone-marrow biopsies were used to detect micro-metastasis using immunocytochemistry with anti-PSA. Biochemical failure was defined as a PSA >0.2 ng/mL. Patients were classified as: Group A MRD negative (CPC and micro-metastasis negative), Group B (only micro-metastasis positive) and Group C (CPC positive). Biochemical failure-free survival (BFFS) using Kaplan-Meier and time to failure using Restricted Mean Survival Time (RMST) after 10 years of follow-up were calculated for each group based on the Gleason score. RESULTS: Of a cohort of 253 men, four were excluded for having Gleason 8 or 9 prostate cancer, leaving a study group of 249 men of whom 52 had G7 prostate cancer. G7 patients had a higher frequency of MRD (69% versus 36%) and worse prognosis. G6 and G7 patients negative for MRD had similar BBFS rates, 98% at 10 years, time to failure 9.9 years. Group C, G6 patients had a higher BFFS and longer time to failure compared to G7 patients (19% versus 5% and 7 versus 3 years). Group B showed similar results up to 5 years, thereafter G6 had a lower BFFS 63% versus 90%. CONCLUSIONS: G7 and G6 pT2 patients have different patterns of MRD and relapse. Risk stratification using MRD sub-types may help to define the need for adjuvant therapy. This needs confirmation with large randomised long-term trials.",intermediate,biochemical failure-free survival,10-year,90%,Radical Prostatectomy,intermediate-risk
31281431,"Subtypes of minimal residual disease, association with Gleason score, risk and time to biochemical failure in pT2 prostate cancer treated with radical prostatectomy.","INTRODUCTION: The Gleason score is a strong prognostic factor for treatment failure in pathologically organ-confined prostate cancer (pT2) treated by radical prostatectomy (RP). However, within each Gleason score, there is clinical heterogeneity with respect to treatment outcome, even in patients with the same pathological stage and prostate-specific antigen (PSA) at diagnosis. This may be due to minimal residual disease (MRD) remaining after surgery. We hypothesise that the sub-type of MRD determines the risk of and timing of treatment failure, is a biological classification, and may explain in part clinical heterogeneity. We present a study of pT2 patients treated with RP, the subtypes of MRD for each Gleason score and clinical outcomes. PATIENTS AND METHODS: Patients with Gleason ≤6 (G6) or Gleason 7 (G7) pT2 cancer participated in the study. One month after surgery, blood was taken for circulating prostate cell (CPCs); mononuclear cells were obtained by differential gel centrifugation and identified using immunocytochemistry with anti-PSA. The detection of one CPC/sample was defined as a positive test. Touch-preparations from bone-marrow biopsies were used to detect micro-metastasis using immunocytochemistry with anti-PSA. Biochemical failure was defined as a PSA >0.2 ng/mL. Patients were classified as: Group A MRD negative (CPC and micro-metastasis negative), Group B (only micro-metastasis positive) and Group C (CPC positive). Biochemical failure-free survival (BFFS) using Kaplan-Meier and time to failure using Restricted Mean Survival Time (RMST) after 10 years of follow-up were calculated for each group based on the Gleason score. RESULTS: Of a cohort of 253 men, four were excluded for having Gleason 8 or 9 prostate cancer, leaving a study group of 249 men of whom 52 had G7 prostate cancer. G7 patients had a higher frequency of MRD (69% versus 36%) and worse prognosis. G6 and G7 patients negative for MRD had similar BBFS rates, 98% at 10 years, time to failure 9.9 years. Group C, G6 patients had a higher BFFS and longer time to failure compared to G7 patients (19% versus 5% and 7 versus 3 years). Group B showed similar results up to 5 years, thereafter G6 had a lower BFFS 63% versus 90%. CONCLUSIONS: G7 and G6 pT2 patients have different patterns of MRD and relapse. Risk stratification using MRD sub-types may help to define the need for adjuvant therapy. This needs confirmation with large randomised long-term trials.",intermediate,biochemical failure-free survival,10-year,98%,Radical Prostatectomy,intermediate-risk
31281431,"Subtypes of minimal residual disease, association with Gleason score, risk and time to biochemical failure in pT2 prostate cancer treated with radical prostatectomy.","INTRODUCTION: The Gleason score is a strong prognostic factor for treatment failure in pathologically organ-confined prostate cancer (pT2) treated by radical prostatectomy (RP). However, within each Gleason score, there is clinical heterogeneity with respect to treatment outcome, even in patients with the same pathological stage and prostate-specific antigen (PSA) at diagnosis. This may be due to minimal residual disease (MRD) remaining after surgery. We hypothesise that the sub-type of MRD determines the risk of and timing of treatment failure, is a biological classification, and may explain in part clinical heterogeneity. We present a study of pT2 patients treated with RP, the subtypes of MRD for each Gleason score and clinical outcomes. PATIENTS AND METHODS: Patients with Gleason ≤6 (G6) or Gleason 7 (G7) pT2 cancer participated in the study. One month after surgery, blood was taken for circulating prostate cell (CPCs); mononuclear cells were obtained by differential gel centrifugation and identified using immunocytochemistry with anti-PSA. The detection of one CPC/sample was defined as a positive test. Touch-preparations from bone-marrow biopsies were used to detect micro-metastasis using immunocytochemistry with anti-PSA. Biochemical failure was defined as a PSA >0.2 ng/mL. Patients were classified as: Group A MRD negative (CPC and micro-metastasis negative), Group B (only micro-metastasis positive) and Group C (CPC positive). Biochemical failure-free survival (BFFS) using Kaplan-Meier and time to failure using Restricted Mean Survival Time (RMST) after 10 years of follow-up were calculated for each group based on the Gleason score. RESULTS: Of a cohort of 253 men, four were excluded for having Gleason 8 or 9 prostate cancer, leaving a study group of 249 men of whom 52 had G7 prostate cancer. G7 patients had a higher frequency of MRD (69% versus 36%) and worse prognosis. G6 and G7 patients negative for MRD had similar BBFS rates, 98% at 10 years, time to failure 9.9 years. Group C, G6 patients had a higher BFFS and longer time to failure compared to G7 patients (19% versus 5% and 7 versus 3 years). Group B showed similar results up to 5 years, thereafter G6 had a lower BFFS 63% versus 90%. CONCLUSIONS: G7 and G6 pT2 patients have different patterns of MRD and relapse. Risk stratification using MRD sub-types may help to define the need for adjuvant therapy. This needs confirmation with large randomised long-term trials.",low,biochemical failure-free survival,10-year,98%,Radical Prostatectomy,low-risk
31653563,Survival outcomes of radical prostatectomy vs. external beam radiation therapy in prostate cancer patients with Gleason Score 9-10 at biopsy: A population-based analysis.,"PURPOSE: Gleason Score (GS) 9-10 prostate cancer is associated with particularly adverse oncological outcomes and the optimal treatment is unknown. Therefore, cancer-specific mortality (CSM) rates after radical prostatectomy (RP) ± adjuvant radiation therapy (aRT) vs. external beam radiation therapy (EBRT) were tested. METHODS: Within the Surveillance, Epidemiology, and End Results database (2004-2015), 17,897 clinically localized prostate cancer patients with biopsy GS 9-10 were identified who either received RP ± aRT or EBRT. Temporal trends, cumulative incidence plots and multivariable competing-risks regression analyses were used after propensity score matching. Sensitivity analyses were performed according to primary treatment type (RP only vs. EBRT). RESULTS: Of all, 8,890 (49.7%) underwent EBRT vs. 9,007 (50.3%) underwent RP. Of those, 2,584 (28.7%) received aRT. No significant change in treatment assignment was recorded over time. In cumulative incidence smoothed plots, 10 year CSM rates were 19.9% vs. 19.6% (P = 0.3) and 10 year other-cause mortalityrates were 11.5% vs. 31.2%, respectively, in RP vs. EBRT patients (P < 0.001). In multivariable competing-risks regression analyses, RP did not reach independent predictor status of lower CSM (hazard ratio (HR): 0.93, P = 0.2). In sensitivity analyses within RP only vs. EBRT patients, RP represented an independent predictor of lower CSM (HR: 0.76, P < 0.001). CONCLUSIONS: In biopsy GS 9-10 patients, no CSM differences were observed after RP ± aRT vs. EBRT. However, in patients in whom RP did not have to be combined with aRT, RP seems to be associated with a minor improvement in cancer-specific survival compared to EBRT. This applied to the majority of GS 9-10 RP patients.",high,other-cause mortality,10-year,31.20%,Radiotherapy,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,clinical failure,10-year,26.70%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,biochemical failure,10-year,27.30%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,biochemical failure,10-year,56.20%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,overall survival,10-year,79.40%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,overall survival,10-year,82.80%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,cancer-specific survival,10-year,87.90%,ADT + Hypofx EBRT,high-risk
31152322,Ten-year outcomes of high-dose intensity-modulated radiation therapy for nonmetastatic prostate cancer with unfavorable risk: early initiation of salvage therapy may replace long-term adjuvant androgen deprivation.,"BACKGROUND: The optimal timing of salvage androgen deprivation therapy (ADT) following definitive radiation therapy for prostate cancer (PCa) is unknown. This study evaluated the efficacy of early initiation of salvage-ADT (S-ADT) based on predetermined timing among patients with unfavorable PCa treated with high-dose intensity-modulated radiation therapy (IMRT). MATERIALS AND METHODS: High-risk (HR) and very-high-risk (VHR) PCa patients treated with IMRT at our institution between September 2000 and December 2010 were analyzed retrospectively. Treatment consisted of high-dose IMRT (78 Gy/39 fractions) combined with 6 months of neoadjuvant-ADT (NA-ADT). S-ADT was initiated when prostate-specific antigen levels exceeded 4.0 ng/mL. RESULTS: In total, 268 (184 HR and 84 VHR) patients were analyzed. The median follow-up period was 114.4 months. The 10-year overall survival (OS), PCa-specific survival (PCSS), biochemical failure (BF), and clinical failure (CF) rates were 82.8%, 97.1%, 27.3%, and 12.8% among the HR PCa patients and 79.4%, 87.9%, 56.2%, and 26.7% among the VHR PCa patients (p = 0.839, = 0.0377, < 0.001, and < 0.001), respectively. The 10-year cumulative incidence rates of urinary and rectal (grades 2-3) toxicities were 22.6% and 5.8%, respectively. No grade 4 or higher toxicities were observed. CONCLUSION: High-dose IMRT combined with short-term NA-ADT resulted in long-term disease-free status, with acceptable morbidity among approximately three-fourths of the HR PCa patients and nearly half of the VHR PCa patients. Moreover, excellent survival outcomes were achieved by the early S-ADT initiation. This approach may be a promising alternative to uniform provision of long-term ADT.",high,cancer-specific survival,10-year,97.10%,ADT + Hypofx EBRT,high-risk
30721720,Ten-Year Outcomes of Moderately Hypofractionated (70 Gy in 28 fractions) Intensity Modulated Radiation Therapy for Localized Prostate Cancer.,"PURPOSE: Long-term outcomes with hypofractionated radiation therapy for prostate cancer are limited. We report 10-year outcomes for patients treated with intensity modulated radiation therapy (IMRT) for localized prostate cancer with 70 Gy in 28 fractions at 2.5 Gy per fraction. METHODS AND MATERIALS: The study included 854 consecutive patients with localized prostate cancer treated with moderately hypofractionated IMRT and daily image guidance at a single institution between 1998 and 2012. Patients with a single intermediate risk factor were considered to have favorable intermediate-risk (FIR) disease, and those with multiple intermediate risk factors were considered unfavorable (UIR). Biochemical relapse-free survival, clinical relapse-free survival, and overall survival were analyzed using Kaplan-Meier analysis. Prostate cancer-specific mortality (PCSM) was analyzed using competing risk regression. All grade ≥3 genitourinary (GU) and gastrointestinal (GI) toxicities were recorded using Common Terminology Criteria for Adverse Event version 4.03, and cumulative incidence rates of GU and GI toxicity were calculated. RESULTS: The median follow-up was 11.3 years (maximum, 19 years). For patients with low-risk (LR), FIR, UIR, and high-risk (HR) disease, the 10-year biochemical relapse free survival rates were 88%, 78%, 71%, and 42%, respectively, (P < .0001). The 10-year clinical relapse free survival were 95%, 91%, 85%, and 72% for patients with LR, FIR, UIR, and HR, respectively, (P < .0001). For all patients, the 10-year actuarial overall survival rate was 69% (95% confidence interval, 66%-73%), and the 10-year PCSM was 6.8% (95% confidence interval, 5.1%-8.6%) overall. For patients with LR, FIR, UIR and HR disease, the 10-year PCSM rates were 2%, 5%, 5%, and 15%. Long-term grade ≥3 GU or GI toxicity remained low with 10-year cumulative incidences of 2% and 1%, respectively. CONCLUSIONS: High-dose moderately hypofractionated IMRT with daily image guidance for localized prostate cancer demonstrates favorable 10-year oncologic outcomes with a low incidence of toxicity. This fractionation schedule appears to be acceptable for patients across all risk groups.",high,biochemical relapse-free survival,10-year,42%,Radiotherapy,high-risk
30721720,Ten-Year Outcomes of Moderately Hypofractionated (70 Gy in 28 fractions) Intensity Modulated Radiation Therapy for Localized Prostate Cancer.,"PURPOSE: Long-term outcomes with hypofractionated radiation therapy for prostate cancer are limited. We report 10-year outcomes for patients treated with intensity modulated radiation therapy (IMRT) for localized prostate cancer with 70 Gy in 28 fractions at 2.5 Gy per fraction. METHODS AND MATERIALS: The study included 854 consecutive patients with localized prostate cancer treated with moderately hypofractionated IMRT and daily image guidance at a single institution between 1998 and 2012. Patients with a single intermediate risk factor were considered to have favorable intermediate-risk (FIR) disease, and those with multiple intermediate risk factors were considered unfavorable (UIR). Biochemical relapse-free survival, clinical relapse-free survival, and overall survival were analyzed using Kaplan-Meier analysis. Prostate cancer-specific mortality (PCSM) was analyzed using competing risk regression. All grade ≥3 genitourinary (GU) and gastrointestinal (GI) toxicities were recorded using Common Terminology Criteria for Adverse Event version 4.03, and cumulative incidence rates of GU and GI toxicity were calculated. RESULTS: The median follow-up was 11.3 years (maximum, 19 years). For patients with low-risk (LR), FIR, UIR, and high-risk (HR) disease, the 10-year biochemical relapse free survival rates were 88%, 78%, 71%, and 42%, respectively, (P < .0001). The 10-year clinical relapse free survival were 95%, 91%, 85%, and 72% for patients with LR, FIR, UIR, and HR, respectively, (P < .0001). For all patients, the 10-year actuarial overall survival rate was 69% (95% confidence interval, 66%-73%), and the 10-year PCSM was 6.8% (95% confidence interval, 5.1%-8.6%) overall. For patients with LR, FIR, UIR and HR disease, the 10-year PCSM rates were 2%, 5%, 5%, and 15%. Long-term grade ≥3 GU or GI toxicity remained low with 10-year cumulative incidences of 2% and 1%, respectively. CONCLUSIONS: High-dose moderately hypofractionated IMRT with daily image guidance for localized prostate cancer demonstrates favorable 10-year oncologic outcomes with a low incidence of toxicity. This fractionation schedule appears to be acceptable for patients across all risk groups.",intermediate,biochemical relapse-free survival,10-year,71%,Radiotherapy,intermediate-risk
30721720,Ten-Year Outcomes of Moderately Hypofractionated (70 Gy in 28 fractions) Intensity Modulated Radiation Therapy for Localized Prostate Cancer.,"PURPOSE: Long-term outcomes with hypofractionated radiation therapy for prostate cancer are limited. We report 10-year outcomes for patients treated with intensity modulated radiation therapy (IMRT) for localized prostate cancer with 70 Gy in 28 fractions at 2.5 Gy per fraction. METHODS AND MATERIALS: The study included 854 consecutive patients with localized prostate cancer treated with moderately hypofractionated IMRT and daily image guidance at a single institution between 1998 and 2012. Patients with a single intermediate risk factor were considered to have favorable intermediate-risk (FIR) disease, and those with multiple intermediate risk factors were considered unfavorable (UIR). Biochemical relapse-free survival, clinical relapse-free survival, and overall survival were analyzed using Kaplan-Meier analysis. Prostate cancer-specific mortality (PCSM) was analyzed using competing risk regression. All grade ≥3 genitourinary (GU) and gastrointestinal (GI) toxicities were recorded using Common Terminology Criteria for Adverse Event version 4.03, and cumulative incidence rates of GU and GI toxicity were calculated. RESULTS: The median follow-up was 11.3 years (maximum, 19 years). For patients with low-risk (LR), FIR, UIR, and high-risk (HR) disease, the 10-year biochemical relapse free survival rates were 88%, 78%, 71%, and 42%, respectively, (P < .0001). The 10-year clinical relapse free survival were 95%, 91%, 85%, and 72% for patients with LR, FIR, UIR, and HR, respectively, (P < .0001). For all patients, the 10-year actuarial overall survival rate was 69% (95% confidence interval, 66%-73%), and the 10-year PCSM was 6.8% (95% confidence interval, 5.1%-8.6%) overall. For patients with LR, FIR, UIR and HR disease, the 10-year PCSM rates were 2%, 5%, 5%, and 15%. Long-term grade ≥3 GU or GI toxicity remained low with 10-year cumulative incidences of 2% and 1%, respectively. CONCLUSIONS: High-dose moderately hypofractionated IMRT with daily image guidance for localized prostate cancer demonstrates favorable 10-year oncologic outcomes with a low incidence of toxicity. This fractionation schedule appears to be acceptable for patients across all risk groups.",high,clinical relapse-free survival,10-year,72%,Radiotherapy,high-risk
30721720,Ten-Year Outcomes of Moderately Hypofractionated (70 Gy in 28 fractions) Intensity Modulated Radiation Therapy for Localized Prostate Cancer.,"PURPOSE: Long-term outcomes with hypofractionated radiation therapy for prostate cancer are limited. We report 10-year outcomes for patients treated with intensity modulated radiation therapy (IMRT) for localized prostate cancer with 70 Gy in 28 fractions at 2.5 Gy per fraction. METHODS AND MATERIALS: The study included 854 consecutive patients with localized prostate cancer treated with moderately hypofractionated IMRT and daily image guidance at a single institution between 1998 and 2012. Patients with a single intermediate risk factor were considered to have favorable intermediate-risk (FIR) disease, and those with multiple intermediate risk factors were considered unfavorable (UIR). Biochemical relapse-free survival, clinical relapse-free survival, and overall survival were analyzed using Kaplan-Meier analysis. Prostate cancer-specific mortality (PCSM) was analyzed using competing risk regression. All grade ≥3 genitourinary (GU) and gastrointestinal (GI) toxicities were recorded using Common Terminology Criteria for Adverse Event version 4.03, and cumulative incidence rates of GU and GI toxicity were calculated. RESULTS: The median follow-up was 11.3 years (maximum, 19 years). For patients with low-risk (LR), FIR, UIR, and high-risk (HR) disease, the 10-year biochemical relapse free survival rates were 88%, 78%, 71%, and 42%, respectively, (P < .0001). The 10-year clinical relapse free survival were 95%, 91%, 85%, and 72% for patients with LR, FIR, UIR, and HR, respectively, (P < .0001). For all patients, the 10-year actuarial overall survival rate was 69% (95% confidence interval, 66%-73%), and the 10-year PCSM was 6.8% (95% confidence interval, 5.1%-8.6%) overall. For patients with LR, FIR, UIR and HR disease, the 10-year PCSM rates were 2%, 5%, 5%, and 15%. Long-term grade ≥3 GU or GI toxicity remained low with 10-year cumulative incidences of 2% and 1%, respectively. CONCLUSIONS: High-dose moderately hypofractionated IMRT with daily image guidance for localized prostate cancer demonstrates favorable 10-year oncologic outcomes with a low incidence of toxicity. This fractionation schedule appears to be acceptable for patients across all risk groups.",intermediate,biochemical relapse-free survival,10-year,78%,Radiotherapy,intermediate-risk
